participant_file,sent_id,condition,authority_rating,explanation_text
no.099,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This provision is very authoritative because it uses mandatory language (“shall provide,” “shall establish”) to assign clear responsibilities to the Librarian. It also sets strict limits on how the seal may be used, reinforcing its seriousness and enforceability.""}"
no.099,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This provision is very authoritative because it clearly defines the nationwide scope of subpoena power, ensures witnesses receive standard compensation, and explicitly restricts access to classified information. The formal language and firm boundaries reinforce its seriousness and enforceability.""}"
no.099,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This provision is very authoritative because it grants regulatory power to the Secretary of the Treasury and requires that mortality tables be grounded in actual pension plan data, projected trends, and independent studies. The mandatory language and clear criteria reinforce its seriousness and enforceability.""}"
no.099,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""This provision is very authoritative because it grants the Secretary of the Treasury explicit authority to contribute a specified sum, while strictly conditioning that authority on prior congressional appropriations. The precise amount, formal language, and clear limitation reinforce its seriousness and enforceability.""}"
no.099,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This provision is very authoritative because it imposes strict, mandatory obligations on mine operators to conduct safety inspections and immediately correct hazards. The use of “shall” and the clear directives leave no discretion, reinforcing its binding and enforceable nature.""}"
no.099,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This provision is very authoritative because it mandates that state criminal justice agencies report or index child abuse crime information in a national system, using binding language like “shall.” It also specifies a clear compliance pathway by allowing agencies to fulfill the requirement through reporting all serious arrests and dispositions, reinforcing its enforceability.""}"
no.099,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This provision is very authoritative because it grants the Secretary clear power to readjust geothermal lease terms at set intervals and and requires all leases to include this condition. It also enforces strict compliance by deeming lessees to have agreed if they fail to object or relinquish the lease within thirty days, leaving little room for discretion.""}"
no.099,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This provision is very authoritative because it sets clear, structured conditions under which apprentices may drive commercial motor vehicles, specifying probationary hour requirements and completion of an apprenticeship program. It also reserves oversight authority to the Secretary, ensuring enforceability and limiting discretion.""}"
no.099,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This provision is very authoritative because it removes the possibility of overturning convictions based on missed deadlines and establishes a strict enforcement mechanism through writs of mandamus. It also mandates that the court of appeals act within 30 days, using binding language that leaves little room for discretion.""}"
no.099,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This provision is very authoritative because it mandates automatic reappropriation of prior funding if the legislature fails to act, ensuring continuity of government operations. The binding language (“shall be deemed”) leaves no discretion, making the fallback mechanism enforceable and clear.""}"
no.099,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""This provision is very authoritative because it firmly establishes how partnership petitions are classified and grants courts explicit authority to require bonds from petitioners. It also ties this requirement to enforceable remedies for costs, attorneys’ fees, and damages, leaving little room for ambiguity or discretion.""}"
no.099,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This provision is very authoritative because it grants the liquidating agent broad discretion to disallow claims and explicitly bars courts from reviewing the Board’s determinations. The combination of strong discretionary power and removal of judicial oversight makes the rule binding and final""}"
no.099,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This provision is very authoritative because it categorically prohibits the use of funds for construction or renovation, leaving no room for discretion. Its grounding in specific legislative acts further reinforces its binding and enforceable nature.""}"
no.099,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This provision is very authoritative because it grants the Administrator broad discretionary power to arm both agency personnel and contractor employees when deemed necessary in the public interest. The clear delegation of firearm authority for official duties establishes strong, enforceable control.""}"
no.100,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""if they cain't all agree I feel it would be acceptable to require the petitioners to file a bond to indemnify the debtor by an amount the judge. ""}"
no.100,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""If the secretary deems there is a safety concern the person should not drive untill the concern is solved.This rule helps to ensure the driver is able to drive saftley.""}"
no.100,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""Being able to be subpoenaed anywhere in the US helps to make it easer to serve. They should not have to chase then from state to state.""}"
no.100,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""I feel the agent should be able to disallow any portion. The court should not be able to decide.""}"
no.100,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The children should be be thought of first. It is import to be a national database. Opposed to only registering by city, county, or state.""}"
no.100,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It would be more effective to use the actual experience.""}"
no.100,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""In order to keep things peaceful, these folks should be able to carry a firearm. Others would feel more protected knowing they are better protected""}"
no.100,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""None of the workers should be placed at severe risk. It is great that the issue should be corrected immediately.""}"
no.100,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""A timely judgement should have a time limit.""}"
no.100,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""It seems this should not be decided only by the librarian. There should be one than 1 librarian such a desicion.""}"
no.100,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It is good the amount must be preauthorized.""}"
no.100,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The sec. should be able to do the inspection in or out of the USA.""}"
no.100,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It is imperative the act was updated.""}"
no.100,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Both should be resonsible for the money so there is less chance of of wrong doing.""}"
no.100,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""Ten year terms for readjutable as the time and needs change.""}"
no.100,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The legislature should have a time limit to have it done my the end of the fiscal year.""}"
no.101,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The phrasing of the draft is very clear and precise. This makes me read it as a neutral statement as it just outlines the legislation with no unnecessary language.""}"
no.101,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The second sentence in particular is what stands out to me, as the usage of \""only\"" makes a firm statement on the funds that can be released. It leaves no room for budging.""}"
no.101,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""While not as firm as the usage of \""only\"" in the previous draft, \""unless\"" makes it clear that there is an additional criteria that apprentices must meet. This means they don't just get to go through the probationary period and get the go ahead; they must be safe too.""}"
no.101,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The phrasing is very straight-forward, and it makes sense that a seal made specifically for a Registry film is only placed on those approved copies.""}"
no.101,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It feels far more assertive in the fact that both parties will be punished if there is misconduct as an agent. The shared responsibility puts pressure on both parties as opposed to one.""}"
no.101,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The usage of \""shall\"" over \""must\"" makes it come across as firm, but not as authoritative as the latter.""}"
no.101,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The final sentence of the draft feels far more directed to specific individuals as opposed to merely witnesses, making it seem far more authoritative. ""}"
no.101,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This leaves a lot of room for the liquidating agent since they are the only block in the process -  no one may review their decision. It feels more lax.""}"
no.101,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This feels like a very straight-forward breakdown of a process and the things it requires to do it, which makes it feel neutral.""}"
no.101,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The automatic determination of a lessee agreeing to new terms and conditions after no direct objection feels like there's little room to prevent changes. However, the time provided to relinquish or send an objection is a lengthy amount of time which makes it feel a little less authoritative.""}"
no.101,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""On one hand, the statement is in the matter of 'public interest.' On the other, that is subject to the Administrator's own perspective, which makes this feel like it can teeter to both sides based on actual usage over the draft itself.""}"
no.101,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The phrasing is a little hard to follow which makes it lose some authoritative tone.""}"
no.101,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""There is very little room for mistake as it makes it very clear that safety measures come first. The work itself must come after.""}"
no.101,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It goes into clear depth of where the section comes from while also immediately setting standards for what the funds cannot be used for. Both parts make it feel pretty neutral in phrasing.""}"
no.101,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The fact that it is considered involuntary makes this sound very firm, and the short phrasing that is someone difficult to follow only adds to that.""}"
no.101,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""Not only is it the failure of the court itself, but it also requires petitioning a writ of mandamus to fix said failure. However, the fact that is not ground for granting relief from a judgement or conviction very minimally eases the potential repercussions, as a judgement or sentence must still occur.""}"
no.102,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""While the \""so far as the same may be applicable\"" caveat gives some flexibility, the rest of the draft feels extremely concrete and authoritative""}"
no.102,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""\""No funds provided under this section...\"" is fully authoritative, but the remainder of the draft is background information. While helpful for context, this makes the entire draft seem less than fully authoritative as a whole (as only a very small portion is written in authoritative language)""}"
no.102,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""the fact that the main component of this draft is stating that the option exists for the treasury secretary to contribute if desired makes it feel less than authoritative overall. This describes a potential option rather than a mandate (though the parameters that follow are more strict than optional). ""}"
no.102,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""Here, the \""may\"" language in the first sentence is less of an optional situation and more of a declarative statement that gives carte blanche to subpoenas being served. The final sentence is especially authoritative as well.""}"
no.102,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The first sentence is authoritative, but the second one that chronicles the consequences of a partnership being deemed involuntary is one of options, not mandates. A court MAY require petitioners to file a bond, but they may not as well. ""}"
no.102,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Guidelines for implementation of the mortality tables is fairly strict, but the actual decision for them to be used or not is left open, which is more of a neutral approach.""}"
no.102,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The final terms, where a lessee is considered to have conclusively agreed with the terms of the lease unless they state otherwise within 30 days, is about as concrete as can be.""}"
no.102,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The liquidating agent is given full agency within these terms, and courts are prevented from reviewing board determinations to disallow claims themselves. Extremely concrete, very authoritative language.""}"
no.102,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""\""as frequently thereafter as may be necessary\"" undermines the otherwise fully authoritative nature of this draft""}"
no.102,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""\""may direct\"" being the chosen language over \""may allow\"" makes this much more authoritative overall. The subject matter adds to the authoritative nature somewhat as well.""}"
no.102,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The State's option to file a writ of mandamus is less authoritative than the previous and following statements, making the language seem slightly less authoritative overall, despite most aspects of this draft being fairly airtight""}"
no.102,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Provision of the seal, how guidelines for the seal's approval should be applied, and  what films the seal can be used on are all fully mandated within the language. fully authoritative. ""}"
no.102,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This is a mandate with a provided option for how States should comply. Fully authoritative language""}"
no.102,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""This draft explains a contract inspector's limits when acting on behalf of the Secretary cleanly, and with no room for misinterpretation. ""}"
no.102,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The guidelines for apprentices operating commercial motor vehicles are clearly stated within this draft, as are any exceptions (safety concerns as raised by the Secretary)""}"
no.102,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This draft concretely explains the federal obligations both officers take on in this scenario, as well as possible  legal penalties. Fully airtight, very authoritative.""}"
no.103,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""stilll seeems a bit vague and jumbled.it needs to be more plain spoken, considering we're talking about mortality rates""}"
no.103,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""its pretty clear the lessee has 30 days to agree or not. ""}"
no.103,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""its ok to carry firearms if the admin says so. and gives premission to contractors to also carry""}"
no.103,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""prety clear. crim justice agency needs to report child abuse ""}"
no.103,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""a bit muddled to say the least. too many conflicting acts in play here""}"
no.103,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""pretty plain. seals are provided for certain films by the librarian""}"
no.103,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""vague. too many options to consider. make it plainer to understand. illinate some of the requirements ""}"
no.103,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""very plain. and straightforward""}"
no.103,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""very plain and understandable""}"
no.103,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""very plain . understandalbe""}"
no.103,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""confusing to say the least. do all of the partners need to agree. if not. how many?""}"
no.103,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""pretty clear . witnesses get fees for courts""}"
no.103,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""not clear on the direction of the order in wich who is responsible fore the money after its given to the officer. ""}"
no.103,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""plain to understand. contract inspectors still need to act on behalf of the secretary""}"
no.103,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""clear and to the point. if only the court abided by the decisions. see judge cannon in florida for reference""}"
no.103,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""muddles. and i got the answer wrong . sorry. i thought a court could review it. needs to be more clear""}"
no.104,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The draft legislation is very clear in what it is requiring and sounds very official and authoritative. ""}"
no.104,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""I think the legislation is mostly authoritative, but I didn't give it the highest score since words like \""shall\"" instead of \""must\"" make it less authoritative.  ""}"
no.104,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""I think the legislation is mostly authoritative, but again using \""shall\"" instead of \""must\"" keeps it from the highest rating.""}"
no.104,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""I think it is written clearly and is authoritative but could potentially be a bit stronger.""}"
no.104,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""I think legislation is less authoritative since it is written in a somewhat unclear manner, which made it less authoritative. ""}"
no.104,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I think the legislation is authoritative but like most of these drafts, if it were written more concisely it would sound more authoritative.""}"
no.104,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This draft is the easiest to understand so far, and that makes it the most authoritative sounding to me.""}"
no.104,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""I think the legislation is authoritative but like most of these drafts, if it were written more concisely it would sound more authoritative.""}"
no.104,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Again, I think when the drafts are written in a more accessible way, they sound more authoritative. ""}"
no.104,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""I think the legislation is authoritative but like most of these drafts, if it were written more concisely it would sound more authoritative. This one has a lot of run on sentences. ""}"
no.104,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This draft was easier to understand than most, which makes them more authoritative sounding in my opinion. ""}"
no.104,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""Again, since this draft was written in a more accessible way, I found it more authoritative. ""}"
no.104,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This draft was very confusing, which automatically makes it sound less authoritative to me. ""}"
no.104,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""I think the legislation is authoritative but like most of these drafts, if it were written more concisely it would sound more authoritative.""}"
no.104,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The first sentence in this draft is the only one that matters and the whole rest of the draft is just rambling which makes this seem very superfluous and not authoritative. ""}"
no.104,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This draft was clear and easy to understand, which makes it sound authoritative. ""}"
no.105,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It is hard to tell because I don't know exactly what it is referring to, but for the most part it sounds authoritative because it states that a court's failure to comply won't be reason for relief, and then gives action for the State to do. However, I docked off some because it doesn't say what will happen regarding the court of appeals if they do not respond to their time limitation of 30 days (whereas this was stated for the court in the first part of the paragraph), so it's a tad confusing there and lessens the feeling of authoritativeness. ""}"
no.105,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This was clear that the liquidating agent has authority here. It reads clear that the Board's determination to disallow a claim cannot be reviewed by the courts. ""}"
no.105,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It clearly gives authority to the Secretary of Treasury, but the excess passive voice feels like it undermines it. Secondarily, the \""available independent studies\"" seems ripe for abuse since it doesn't list any qualifiers for those independent studies.""}"
no.105,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This was written clearly, and I see no holes in it or confusion in the writing. ""}"
no.105,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This was very clear to understand. Straight forward.""}"
no.105,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This is mostly fine and clear cut. It ight just because I am missing some context, but I docked it a point because that last line after (a)(3) is confusing, since it seems to be talking about two types of file... (\""used on film\"" and \""Registry version of a film), but in the first line it states an included film IS the Registry version. I'm confused there. ""}"
no.105,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This was very straight-forward and easy to understand.""}"
no.105,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""I am having trouble saying this is authoritative because I can't really figure out the purpose, or what is going on here with the partners. It might be a context issue. Everything from \""The court may\"" is fine and authoritative. ""}"
no.105,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This is very clear and to the point. It has very clear directives. ""}"
no.105,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It would sound more authoritative if \""also known as the America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Reauthorization Act of 2010\"" was encased in parentheses instead of sitting between two commas. I don't know if legal writing allows that, though.""}"
no.105,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This was clear and straightforward.""}"
no.105,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Easy to understand with clear instructions and guidelines. ""}"
no.105,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This was also clearly written and well defined.""}"
no.105,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This feels weakly worded, and confusing and complicated to read about something that is rather simple. This reduces the feeling of authoritativeness. ""}"
no.105,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""This is written straightforward, with no question about what is allowed. ""}"
no.105,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This is clearly written, and clearly states both will be responsible. ""}"
no.106,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""I believe it's fair to constantly examine in order to prevent further injury. If people are constantly getting injured over something preventable, maybe they shouldn't be in business.""}"
no.106,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It doesn't seem authoritative, but it is suspicious that a contract inspector can act on behalf of the Secretary. How do you know everything is up to par if you aren't physically there?""}"
no.106,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""Again, it's a safety concern. I do not think an apprentice should have that much freedom, though. They should ride with someone for at least 60 hours before finishing out the other 60 hours by themselves.""}"
no.106,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""I believe it sounds a bit authoritative because the Secretary only takes into account studies of mortality of individuals covered by pension plans. What about the individuals not covered? Isn't that a bit unfair to pick and choose when to care?""}"
no.106,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It seems appropriate to reappropriate item by item, but that just seems like it'll take too long, which could result in some issues down the line.""}"
no.106,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It seems fair, especially given the 30 days they have after filing for said petition.""}"
no.106,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""Again, it's fair. Why would it make sense to renovate a building or structure, unless needed because of something like a natural disaster.""}"
no.106,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It would make sense, especially to protect children. I personally believe there should be more laws protecting children.""}"
no.106,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""This seems like a lot of work around; by that time, the debtors could come to collect. I've seen it happen before. Plus lawyers are a lot of money, so whatever money you get is going to them.""}"
no.106,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This is beautiful, especially during a time when a lot of physical media is either hard to come by or is being removed. ""}"
no.106,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It doesn't seem authoritative.""}"
no.106,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""I think courts should be able to review, just in case something was missed.""}"
no.106,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It seems fair; I saw nothing wrong with it. ""}"
no.106,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""Again, it seems fair, no notes. ""}"
no.106,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""I believe it's fair that those in charge of the money remain responsible. ""}"
no.106,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""I don't think it sounds authoritative; it's thorough, but I think it sounds like a mishap could easily happen without anyone being held responsible.""}"
no.107,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The verbiage is authoritative, but I think more strident details regarding the frequency may help a little more.  But, I also understand why one shouldn't quantify the frequency of inspections. ""}"
no.107,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""Some of the wording isn't very clear like \""several sums.\""  That could mean anything.""}"
no.107,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The details are such that the draft is authoritative as every tend years and 30 day notice of adjustment, etc.""}"
no.107,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The first sentence should mention the reporting as required or mandated and not use the word \""shall\"" which seems like it is a choice to report.""}"
no.107,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""Clear decisive language is used.""}"
no.107,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The language is direct and concise.""}"
no.107,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""IT is very hard to understand what is even being said in this draft.  ""}"
no.107,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The language is direct and concise.""}"
no.107,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""A lot of legalese but authoritative.""}"
no.107,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The language is direct and concise.""}"
no.107,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The language is direct and concise.""}"
no.107,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The language is direct and concise.""}"
no.107,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This is hard to understand and seems less than authoritative.  ""}"
no.107,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The language is direct, to the point and easy to understand.""}"
no.107,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This is easily understood and to the point.""}"
no.107,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Direct and to the point.""}"
no.108,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""Its very authoritative because it gives the Secretary control over lease terms give strict consequences if the lessee doesn't respond. The language is firm and one sided.""}"
no.108,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It sounds neutral because it authorizes a specific actions. It limits the amounts approve by Congress. The language is facts and not forceful commanding.""}"
no.108,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""Its very authoritative because it tells the operator what they have to do and require immediate action to fix safety problems. There is no choice.""}"
no.108,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It is very authoritiative because the liquidating agent has the final say on claim. Court are not allowed  to review or override the decision.""}"
no.108,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It sounds neutral because it explains what  an apprentice is allowed to do and when. It doesn't give strict orders or commands.""}"
no.108,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It sound neutral because it explains who is responsible for the money and what happens if there is misconduct.The rules are clear but not strong.""}"
no.108,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It explains where supoenas can be servered and what witnesses get. The language is informational and sets limits. There is nothing strict about it.""}"
no.108,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It clearly states how the money can be used. There is not exceptions.""}"
no.108,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It takes power away from the court and sets strict limits.""}"
no.108,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""Gives Administrator clear power to allow firearms. Its not forceful as a strict mandate.""}"
no.108,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Sets clear rules but not strict commands.""}"
no.108,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It has clear limits, uses strict langauage, and it sounds strong.""}"
no.108,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""It uses formal, legal language, and gives clear rules.""}"
no.108,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""Its states what happens if the legislature fails to act""}"
no.108,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It uses clear and madatory language and sets firm requirements.""}"
no.108,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Assigns power to a government oficial and leaves little room for interpetation""}"
no.109,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It sounds authoritative due to the clear and succinct language that is used.""}"
no.109,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It sounds authoritative due to the fact that the language is very clear as well as succinct. The rules are laid out plainly.""}"
no.109,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It sounds authoritative due to the fact that the rules are laid out very plainly. It is clear and easy to understand, as well as firm.""}"
no.109,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It sounds very authoritative due to the language, responsibilities, and rules being laid out very clearly.""}"
no.109,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The draft is a bit confusing to understand and would benefit from more clear language. ""}"
no.109,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The language is very clear, and the rules are laid out plainly.""}"
no.109,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The language that is used is very clear and the rules are laid out plainly.""}"
no.109,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The language that is used in this draft is easy to understand. The rules are laid out both clearly and firmly.""}"
